iso,Country,CSCC_mean,CSCC_gtc_mean,Fa_mean,Fa_tf_mean,Fa_mf_mean,Fb_mean,Fc_mean,Fab_mean,Fab_tf_mean,Fab_mf_mean,Fabc_mean,Fabc_tf_mean,Fabc_mf_mean,Fa_Wdom_mean,Fa_tf_Wdom_mean,Fa_mf_Wdom_mean,Fb_Wdom_mean,Fc_Wdom_mean,Fab_Wdom_mean,Fab_tf_Wdom_mean,Fab_mf_Wdom_mean,Fabc_Wdom_mean,Fabc_tf_Wdom_mean,Fabc_mf_Wdom_mean,Fa_Wout_mean,Fa_tf_Wout_mean,Fa_mf_Wout_mean,Fb_Wout_mean,Fc_Wout_mean,Fab_Wout_mean,Fab_tf_Wout_mean,Fab_mf_Wout_mean,Fabc_Wout_mean,Fabc_tf_Wout_mean,Fabc_mf_Wout_mean,Fa_Win_mean,Fa_tf_Win_mean,Fa_mf_Win_mean,Fb_Win_mean,Fc_Win_mean,Fab_Win_mean,Fab_tf_Win_mean,Fab_mf_Win_mean,Fabc_Win_mean,Fabc_tf_Win_mean,Fabc_mf_Win_mean,Fa_Wnet_mean,Fa_tf_Wnet_mean,Fa_mf_Wnet_mean,Fb_Wnet_mean,Fc_Wnet_mean,Fab_Wnet_mean,Fab_tf_Wnet_mean,Fab_mf_Wnet_mean,Fabc_Wnet_mean,Fabc_tf_Wnet_mean,Fabc_mf_Wnet_mean
CZE,Czechia,-0.3344346120834505,-1.225368418673763,0.001035104,0.0008024262,0.0008024262,0.0022949985,-0.02786939852470824,0.003330102540056467,0.0030974246915124954,0.0030974246915124954,-0.024539295984651772,-0.024771973833195744,-0.024771973833195744,-0.0012683838007268165,-0.0009832677133960765,-0.0009832677133960765,-0.0028122186828036582,0.03415028079961064,-0.004080602483530474,-0.0037954863961997347,-0.0037954863961997347,0.030069678316080165,0.030354794403410903,0.030354794403410903,0.6557261080349039,0.5083274561628175,0.5083274561628175,1.4538542756231998,-17.65493276104275,2.1095803836581037,1.9621817317860173,1.9621817317860173,-15.545352377384647,-15.692751029256733,-15.692751029256733,-4.1403240826939545,-2.7131377392850617,-2.0988930075329364,1.4380190608313288,11.597617782282239,-2.696954623849535,-1.2728876250017247,-0.6586425447270787,8.755283193372792,10.179350192220602,10.793595272495248,4.796050190728859,3.2214651954478795,2.6072204636957537,0.015835214791871,-29.25255054332499,4.806535007507639,3.2350693567877418,2.620824276513096,-24.30063557075744,-25.872101221477337,-26.48634630175198
DEU,Germany,-1.3611023065880843,-4.98707885133874,0.0018478095,0.0014431668,0.0014431668,0.005563576,-0.20404618471703578,0.007411385529863298,0.007006742751414537,0.007006742751414537,-0.1966347991871725,-0.19703944196562126,-0.19703944196562126,-0.009215171827683433,-0.007197186384934673,-0.007197186384934673,-0.027745992207415783,1.0175944124986873,-0.03696116403509921,-0.03494317859235045,-0.03494317859235045,0.9806332484635881,0.9826512339063368,0.9826512339063368,1.1775163018924335,0.9196577616230187,0.9196577616230187,3.545387839461007,-130.02839576276,4.722904141353441,4.465045601084026,4.465045601084026,-125.30549162140656,-125.56335016167597,-125.56335016167597,-16.84649038987676,-11.038897962571225,-8.539006833443104,5.868838010493834,46.32208206933564,-10.955876131825427,-5.1609793273956495,-2.6610873743355206,34.77452972151687,40.56942652594665,43.06931847900678,18.024006691769195,11.958555724194243,9.458664595066121,-2.3234501710328264,-176.35047783209563,15.678780273178868,9.626024928479676,7.126132975419546,-160.08002134292343,-166.13277668762262,-168.63266864068277
DJI,Djibouti,0.041540379863502445,0.15220395181987298,1.9066227e-05,0.0,0.0,-1.01125e-05,-0.000117118254511132,8.953726741415448e-06,-1.01125e-05,-1.01125e-05,-0.00010816452776971655,-0.000127230754511132,-0.000127230754511132,2.9019550563371707e-06,0.0,0.0,-1.5391624627784654e-06,-1.7825861166839956e-05,1.3627925935587053e-06,-1.5391624627784654e-06,-1.5391624627784654e-06,-1.646306857328125e-05,-1.9365023629618422e-05,-1.9365023629618422e-05,0.012051962947450336,0.0,0.0,-0.006392217870846724,-0.07403168350936296,0.005659745076603612,-0.006392217870846724,-0.006392217870846724,-0.06837193843275935,-0.08042390138020968,-0.08042390138020968,0.5144274927548249,0.3371230673255162,0.2608272395844722,-0.17826660429952718,-1.4447730132640833,0.33549629586057056,0.15857932835240043,0.0822834754652315,-1.0912189603564506,-1.268135927864621,-1.3444317807517898,-0.5023755298073745,-0.3371230673255162,-0.2608272395844722,0.17187438642868044,1.3707413297547202,-0.32983655078396695,-0.16497154622324717,-0.08867569333607822,1.0228470219236914,1.1877120264844112,1.26400787937158
DMA,Dominica,,,,,,8.412e-06,-4.4633703548622455e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,-0.16037980409961472,-0.5876316022209882,0.0010420133,3.3780383e-05,3.3780383e-05,-0.0005455905,-0.009220448370477453,0.0004964227894068956,-0.0005118101169083473,-0.0005118101169083473,-0.008724025581070558,-0.0097322584873858,-0.0097322584873858,-0.0006123199387897363,-1.9850420639786693e-05,-1.9850420639786693e-05,0.0003206062196715501,0.005418226849139566,-0.00029171371911818625,0.0003007557990317634,0.0003007557990317634,0.005126513130021379,0.005718982648171329,0.005718982648171329,0.6594385051498957,0.021377928243150962,0.021377928243150962,-0.3452771547172585,-5.8351642460340445,0.31416135043263715,-0.32389922647410757,-0.32389922647410757,-5.5210028956014074,-6.159063472508152,-6.159063472508152,-1.9855092221407702,-1.3015505695095504,-1.0069864120082788,0.6879400697679302,5.572654783200812,-1.2950033449076555,-0.6125405775917412,-0.3179762529547378,4.207933743192569,4.890396510508484,5.184960835145487,2.644947727290666,1.3229284977527014,1.0283643402514298,-1.0332172244851887,-11.407819029234856,1.6091646953402927,0.2886413511176336,-0.0059229735193697675,-9.728936638793977,-11.049459983016636,-11.34402430765364
DOM,Dominican Republic,0.37576849514866767,1.3768157662247178,0.0021373136,0.0011633418,0.0011633418,-0.00012690025,-0.006619461487306809,0.002010413346904278,0.0010364415534762144,0.0010364415534762144,-0.004609048140402531,-0.005583019933830594,-0.005583019933830594,0.002942687057584271,0.0016017073365343492,0.0016017073365343492,-0.00017471826493785825,-0.009113778939641335,0.0027679687926464125,0.001426989071596491,0.001426989071596491,-0.006345810146994921,-0.007686789868044843,-0.007686789868044843,1.3484010798244683,0.7339359775207221,0.7339359775207221,-0.0800595824486576,-4.1761251274820435,1.2683414973758107,0.6538763950720646,0.6538763950720646,-2.9077836301062328,-3.5222487324099787,-3.5222487324099787,4.650522931147765,3.0479667772232424,2.35780517329545,-1.6124140982498163,-13.060263082962289,3.032097160805409,1.4330456229677613,0.7428839557008523,-9.86481796497326,-11.463869502810908,-12.154031170077818,-3.3021218513232964,-2.31403079970252,-1.6238691957747278,1.5323545158011587,8.884137955480245,-1.763755663429598,-0.7791692278956966,-0.08900756062878767,6.9570343348670285,7.941620770400929,8.63178243766784
DZA,Algeria,0.7272390742017575,2.6646039678752396,-0.0023920985,2.544161e-05,2.544161e-05,-0.0001371765,-0.040881203295309386,-0.0025292750404402016,-0.00011173489002213908,-0.00011173489002213908,-0.04341047833574959,-0.04099293818533153,-0.04099293818533153,-0.006373995262405531,6.779181489614254e-05,6.779181489614254e-05,-0.00036552104619923785,-0.10893221651219571,-0.0067395163086047686,-0.00029772923130309527,-0.00029772923130309527,-0.11567173282080048,-0.10922994574349881,-0.10922994574349881,-1.5060608000215434,0.01601799040855657,0.01601799040855657,-0.08636606972559616,-25.738729696915737,-1.5924268697471395,-0.0703480793170396,-0.0703480793170396,-27.33115656666288,-25.80907777623278,-25.80907777623278,9.0124033346419,5.901877749421069,4.566182358116123,-3.120539006956662,-25.184730376683873,5.880229539209245,2.776487185812942,1.4407910366343002,-18.98836731726569,-22.092109670661994,-23.427805819840636,-10.518464134663445,-5.885859759012512,-4.550164367707566,3.0341729372310655,-0.5539993202318634,-7.472656408956385,-2.8468352651299815,-1.5111391159513399,-8.342789249397189,-3.7169681055707855,-2.381271956392144
ECU,Ecuador,0.38789043744961826,1.4212305628154016,0.01638611,0.015114172,0.012258666,-0.005854438500000001,-0.01023831689506747,0.010531671835588455,0.009259733861791134,0.006404227136181831,0.0002933549405209849,-0.0009785830332763364,-0.00383408975888564,0.02328844081460365,0.0214807236922374,0.017422390261476527,-0.008320506924323156,-0.014551008883059177,0.014967933890280494,0.013160216767914245,0.009101883337153371,0.000416925007221318,-0.0013907921151449306,-0.005449125545905805,10.33703869953192,9.53464741879025,7.733275224603996,-3.693222863701431,-6.458755360173964,6.643815835830489,5.84142455508882,4.040052360902565,0.1850604756565253,-0.6173308050851442,-2.4187029992713986,4.780293917948387,3.1264640132636,2.4180968173950013,-1.6562889255849056,-13.476431799964152,3.117799123269851,1.4675871481044496,0.7592198405266298,-10.190015266276783,-11.840227241442184,-12.548594549020004,5.556744781583533,6.40818340552665,5.315178407208995,-2.0369339381165252,7.017676439790188,3.5260167125606383,4.373837406984371,3.280832520375935,10.375075741933308,11.22289643635704,10.129891549748606
EGY,Egypt,3.9042473679695666,14.305162356240492,0.00057376025,3.1741616e-05,3.1741616e-05,-0.00071218,-0.06505152331863485,-0.00013841975221067664,-0.0006804383838875871,-0.0006804383838875871,-0.06518994307084554,-0.06573196170252245,-0.06573196170252245,0.008207733498183045,0.0004540689719375255,0.0004540689719375255,-0.010187850526867354,-0.9305726025938359,-0.0019801170286843084,-0.009733781554929828,-0.009733781554929828,-0.9325527196225203,-0.9403063841487659,-0.9403063841487659,0.35455949713087886,0.019614972438925276,0.019614972438925276,-0.4400970329324514,-40.19908225486165,-0.08553753580157253,-0.4204820604935261,-0.4204820604935261,-40.28461979066323,-40.619564315355184,-40.619564315355184,48.3414572948942,31.68466464191916,24.513863950547837,-16.74466446886192,-134.86069482097028,31.534331411375454,14.913952714979136,7.743149660204009,-101.62917261225287,-118.2495513086492,-125.42035436342434,-47.98689779776332,-31.665049669480233,-24.49424897810891,16.304567435929467,94.66161256610863,-31.61986894717703,-15.334434775472662,-8.163631720697534,61.344552821589645,77.62998699329401,84.80079004806916
ERI,Eritrea,0.06775365069473718,0.24824937614551712,0.0017517437,0.0,0.0,-0.00041367325,-0.00016524268343397092,0.001338070472707033,-0.00041367325,-0.00041367325,0.001172827789273062,-0.0005789159334339709,-0.0005789159334339709,0.0004348692863288467,0.0,0.0,-0.00010269412624058854,-4.102139307509446e-05,0.0003321751600882581,-0.00010269412624058854,-0.00010269412624058854,0.00029115376701316364,-0.000143715519315683,-0.000143715519315683,1.1071274296124463,0.0,0.0,-0.2614474914539325,-0.10443577162634514,0.8456799381585137,-0.2614474914539325,-0.2614474914539325,0.7412441665321685,-0.3658832630802776,-0.3658832630802776,0.8386171160178048,0.5498582010989235,0.42541733466442255,-0.29065818870177196,-2.356457743488343,0.5468749338740874,0.25874799713076674,0.1343070896821546,-1.780130046608301,-2.0682569833516213,-2.1926978908002335,0.2685103135946415,-0.5498582010989235,-0.42541733466442255,0.02921069724783948,2.252021971861998,0.29880500428442636,-0.5201954885846992,-0.3957545811360871,2.5213742131404695,1.7023737202713438,1.826814627719956
ESH,Western Sahara,,,3.0331976e-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,0.7739154051300272,2.8356260443964207,0.007670175,0.0031428728,0.0031428728,0.003392486,-0.0683630713730656,0.011062660818485975,0.006535358825264931,0.006535358825264931,-0.05730041055457963,-0.06182771254780067,-0.06182771254780067,0.021749747480372422,0.008912012037546999,0.008912012037546999,0.009619821656850236,-0.1938521056603962,0.03136956913722266,0.018531833694397235,0.018531833694397235,-0.16248253652317354,-0.17532027196599898,-0.17532027196599898,4.827816056466044,1.9782093952638082,1.9782093952638082,2.1353226972953396,-43.02957122291094,6.963138753761383,4.113532092559148,4.113532092559148,-36.06643246914956,-38.91603913035179,-38.91603913035179,9.562313054978699,6.2718379640760205,4.850413397667098,-3.330833130791271,-26.72323173574612,6.219098223163009,2.935841582456813,1.5144165475646107,-20.16770961836891,-23.450966259075106,-24.872391293967308,-4.734496998512655,-4.293628568812212,-2.87220400240329,5.4661558280866105,-16.30633948716482,0.7440405305983742,1.1776905101023352,2.5991155449945373,-15.89872285078065,-15.465072871276686,-14.043647836384483
EST,Estonia,-0.05911460447544001,-0.21659591079801224,0.0017955371,0.0015723326,0.0015723326,-0.0001754115,-0.004139773614802207,0.001620125571302533,0.001396921077779889,0.001396921077779889,-0.0025196480434996737,-0.0027428525370223177,-0.0027428525370223177,-0.00038890598733036763,-0.0003405608067616215,-0.0003405608067616215,3.799341360694553e-05,0.0008966580365956635,-0.00035091257372342206,-0.000302567393154676,-0.000302567393154676,0.0005457454628722414,0.0005940906434409875,0.0005940906434409875,1.1356401077879252,0.9944678762956937,0.9944678762956937,-0.11094415033309962,-2.6183212974383965,1.0246959574548256,0.883523725962594,0.883523725962594,-1.5936253399835707,-1.7347975714758024,-1.7347975714758024,-0.7316782907839611,-0.4794070127232017,-0.3708331938303995,0.2536489210044648,2.0551326629583304,-0.47708360918285714,-0.22536371965948582,-0.11678986498214744,1.5523517161714775,1.804071605694849,1.9126454603721874,1.8673183985718862,1.4738748890188953,1.365301070126093,-0.3645930713375644,-4.673453960396727,1.5017795666376828,1.1088874456220799,1.0003135909447414,-3.145977056155048,-3.5388691771706515,-3.64744303184799
ETH,Ethiopia,2.0146199828043128,7.3815676169949995,0.050935205,0.015382712,0.015175381,-0.01725881775,-0.004144937190564083,0.03367638732216453,-0.0018761059743990886,-0.0020834370059599865,0.02953145013160045,-0.006021043164963172,-0.00622837419652407,0.3759816603256892,0.11354852710434332,0.11201809907577524,-0.12739713021101848,-0.03059613414034607,0.24858453011467066,-0.013848603106675163,-0.015379031135243254,0.2179883959743246,-0.04444473724702123,-0.04597516527558932,31.828451039126854,9.612367082944727,9.482809823332671,-10.784710397667288,-2.590093241859183,21.043740641459564,-1.1723433147225608,-1.3019005743346164,18.45364739960038,-3.762436556581744,-3.891993816193799,24.572796833199348,16.23620208858773,12.537547994487852,-8.518228290068178,-70.0386835652419,16.022337631109313,7.704533762480221,4.005877761384768,-53.14058316279597,-61.45838703142506,-65.1570430325205,7.255654205927506,-6.623835005643004,-3.054738171155181,-2.26648210759911,67.44859032338272,5.021403010350252,-8.876877077202781,-5.307778335719384,71.59423056239635,57.695950474843315,61.26504921632671
FIN,Finland,-0.4942096497227712,-1.8107841565842335,0.009680909,0.008842223,0.008740692,-0.00593503475,-0.011885425764192145,0.003745874354645252,0.002907188573881626,0.002805657649442196,-0.008139551409546893,-0.008978237190310519,-0.00907976811474995,-0.01753003682802368,-0.016011357903864428,-0.015827507314486157,0.010747066894076868,0.021521940668057193,-0.006782969933946813,-0.0052642910097875605,-0.005080440420409289,0.01473897073411038,0.016257649658269632,0.016441500247647903,6.1384082248780185,5.606619769984108,5.542241698160315,-3.7632484439767766,-7.536233888621727,2.375159780901242,1.8433713260073317,1.7789932541835385,-5.161074107720485,-5.692862562614395,-5.757240634438189,-6.102694687722974,-3.994772199528417,-3.0872577631731346,2.1101251308704265,17.167285115815023,-3.9846629655777805,-1.8813499842300816,-0.973835184624963,12.967787384297884,15.071100365645584,15.978615165250703,12.241102912600994,9.601391969512525,8.629499461333449,-5.873373574847204,-24.70351900443675,6.359822746479022,3.7247213102374133,2.7528284388085016,-18.12886149201837,-20.76396292825998,-21.735855799688892
FJI,Fiji,0.013633773687766653,0.04995414679197701,0.00049687515,0.00024693302,0.00024693302,5.7844000000000004e-05,-0.0003251725290763668,0.0005547191454725862,0.00030477702111700176,0.00030477702111700176,0.0002295466163962194,-2.0395507959365038e-05,-2.0395507959365038e-05,2.4820973954222498e-05,1.2335328384665065e-05,1.2335328384665065e-05,2.8895476670351182e-06,-1.624371625019924e-05,2.771052162125762e-05,1.5224876051700182e-05,1.5224876051700182e-05,1.146680537105838e-05,-1.0188401984990566e-06,-1.0188401984990566e-06,0.31413082362847145,0.15611421503237616,0.15611421503237616,0.036569716814237034,-0.20557823290387922,0.35070054044270854,0.1926839318466132,0.1926839318466132,0.1451223075388293,-0.01289430105726604,-0.01289430105726604,0.16881397251228805,0.11063324561083984,0.08559255496748697,-0.05851144271172965,-0.4741717967281955,0.11008440607150717,0.052030849252931714,0.02699014440148853,-0.35816073871712273,-0.41621429553569816,-0.4412550003871413,0.1453168511161834,0.045480969421536316,0.07052166006488919,0.09508115952596669,0.26859356382431626,0.24061613437120138,0.14065308259368148,0.16569378744512467,0.503283046255952,0.40331999447843214,0.4283606993298753
FLK,Falkland Islands,,,0.00023813228,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,-0.18750704234846516,-0.687025803164776,0.00860011,0.008022737,0.0028780326,0.01154567675,-0.08746808330836477,0.020145786938126565,0.0195684135079937,0.014423709374721528,-0.0673222963702382,-0.06789966980037107,-0.07304437393364324,-0.0059084976093032255,-0.0055118271647401915,-0.0019772826755337356,-0.007932177842249631,0.060092830186212844,-0.013840675451552858,-0.013444005006989824,-0.009909460517783367,0.04625215473465999,0.04664882517922302,0.05018336966842948,5.443437793289989,5.077989411620897,1.8216500971534049,7.3078334806487275,-55.36290349450846,12.751271273938716,12.385822892269625,9.129483577802132,-42.611632220569746,-42.977080602238836,-46.23341991670633,-2.316153206520944,-1.5162110864734484,-1.1753577189765927,0.8126078316361208,6.461476253840242,-1.5005454205735609,-0.702352343771429,-0.36149885509062674,4.879420827184221,5.677613903986354,6.018467392667157,7.759590999810932,6.594200498094345,2.9970078161299973,6.495225649012607,-61.824379748348704,14.251816694512277,13.088175236041053,9.490982432892759,-47.491053047753965,-48.65469450622519,-52.25188730937349
FRO,Faroe Islands,,,4.3914065e-06,0.0,0.0,,-0.0001916979839810852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,Micronesia (Federated States of),,,,,,1.519e-05,-3.8946026557293314e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,0.10315233415102776,0.3779501523293658,0.01864404,0.017833583,0.013433679,-0.00213823825,-0.0008831955749172213,0.016505802200453758,0.015695344806926727,0.01129544075699377,0.015622606625536536,0.014812149232009506,0.010412245182076549,0.007046517928283856,0.0067402054329438535,0.005077261027037099,-0.0008081474723039766,-0.0003338039020765856,0.006238370455979879,0.005932057960639877,0.004269113554733122,0.005904566553903293,0.005598254058563291,0.003935309652656537,11.780885720330858,11.26877001452596,8.488537535926103,-1.3511202431164626,-0.558077856806434,10.429765477214394,9.917649771409499,7.13741729280964,9.871687620407961,9.359571914603064,6.579339436003206,1.2703778920753859,0.8303978554052495,0.6426043059962196,-0.4418641430387176,-3.587345170279214,0.8268634621703708,0.38784549422355674,0.20005193059522663,-2.7156410062409924,-3.154658974187806,-3.342452537816136,10.510507828255472,10.43837215912071,7.845933229929883,-0.909256100077745,3.02926731347278,9.602902015044023,9.529804277185942,6.937365362214413,12.587328626648954,12.51423088879087,9.921791973819342
GBR,United Kingdom,-0.9683383343840309,-3.54799165718309,0.004495315,0.00036357806,0.00036357806,-0.00303592425,-0.10520653707100744,0.0014593905380733013,-0.0026723461905222685,-0.0026723461905222685,-0.10374714653293414,-0.10787888326152971,-0.10787888326152971,-0.015949339364495843,-0.0012899719217618088,-0.0012899719217618088,0.01077143391083983,0.37327191580905783,-0.005177905453656013,0.009481461989078021,0.009481461989078021,0.36809401035540185,0.3827533777981359,0.3827533777981359,2.8581694178004793,0.23116683470967445,0.23116683470967445,-1.9302732411822736,-66.8914460911258,0.9278961766182057,-1.6991064064725991,-1.6991064064725991,-65.9635499145076,-68.59055249759841,-68.59055249759841,-11.975820218957463,-7.8573090359574165,-6.0787943714797095,4.144796658652148,33.30591829114086,-7.815531607493862,-3.706052190496113,-1.9275369398428164,25.069446421686926,29.17892583868468,30.957441089337976,14.833989636757941,8.088475870667091,6.309961206189384,-6.075069899834422,-100.19736438226667,8.743427784112068,2.0069457840235136,0.22843053337021724,-91.03299633619451,-97.76947833628309,-99.54799358693639
GEO,Georgia,-0.0018187789526022745,-0.006664006082334731,0.0017533173,0.0010926975,0.00090559386,0.00147472875,-0.00276011615827471,0.003228046058612168,0.002567426243731976,0.0023803226071691516,0.000467929900337458,-0.0001926899145427343,-0.00037979355110555856,-1.1684117208854247e-05,-7.281742744381802e-06,-6.0348829723001945e-06,-9.827601359793895e-06,1.839343086669304e-05,-2.1511718568648144e-05,-1.7109344104175697e-05,-1.5862484332094092e-05,-3.1182877019551046e-06,1.284086762517341e-06,2.5309465345989487e-06,1.1085689027636696,0.690879201231346,0.5725792950656315,0.9324258787792318,-1.7451370188667263,2.0409947815429015,1.623305080010578,1.5050051738448635,0.29585776267617525,-0.12183193885614836,-0.24013184502186286,-0.022511826163248105,-0.014753111596558134,-0.01141386749520051,0.007815012539810973,0.06323945779120023,-0.014667715539601849,-0.006925964991676372,-0.003586720217573387,0.04778111230174427,0.05552286284966974,0.058862107623772725,1.1310807289269178,0.7056323128279042,0.583993162560832,0.9246108662394208,-1.8083764766579267,2.0556624970825035,1.6302310450022544,1.508591894062437,0.248076650374431,-0.1773548017058181,-0.29899395264563555
GHA,Ghana,1.1392598798358717,4.174248199718635,0.0073309653,0.004030581,0.004030581,-0.0026741875000000003,-0.004209249120437552,0.004656777750730514,0.0013563935980498787,0.0013563935980498787,0.0004475286302929619,-0.0028528555223876735,-0.0028528555223876735,0.030601268500061722,0.016824645892354665,0.016824645892354665,-0.011162722357585078,-0.0175704505631537,0.019438546142476643,0.005661923534769588,0.005661923534769588,0.0018680955793229429,-0.011908527028384111,-0.011908527028384111,4.604494962185306,2.5315616328696477,2.5315616328696477,-1.679626413515182,-2.6437809629102147,2.9248685486701245,0.8519352193544659,0.8519352193544659,0.28108758575991,-1.7918457435557487,-1.7918457435557487,14.077837920525397,9.228897381141337,7.136456327382875,-4.877905320987624,-39.60633869948236,9.181705582494617,4.343391061796652,2.2509498160058206,-29.929392625900746,-34.76770714659871,-36.86014839238954,-9.47334295834009,-6.697335748271689,-4.604894694513227,3.1982789074724423,36.962557736572144,-6.2568370338244925,-3.491455842442186,-1.3990145966513547,30.210480211660656,32.97586140304296,35.06830264883379
GIN,Guinea,0.5475981824198064,2.0063997403861715,0.0076468266,0.0059601595,0.0059601595,-0.004596976250000001,-0.0008943080084727262,0.0030498503115403645,0.0013631832193958752,0.0013631832193958752,0.002155542303067638,0.00046887521092314895,0.00046887521092314895,0.01534259082785267,0.011958462412056068,0.011958462412056068,-0.009223371954561398,-0.001794339356024952,0.006119218873291272,0.0027350904574946697,0.0027350904574946697,0.004324879517266319,0.0009407511014697175,0.0009407511014697175,4.819460980034607,3.756428338784098,3.756428338784098,-2.8972734617061797,-0.5636432991228385,1.9221875183284274,0.8591548770779186,0.8591548770779186,1.3585442192055888,0.2955115779550801,0.2955115779550801,6.766038632579457,4.432102327976283,3.4263472819510987,-2.3407626335635965,-19.043886997248578,4.416515063438332,2.08768655272195,1.0819309360312546,-14.389328974885894,-16.71815748560228,-17.723913102292972,-1.9465776525448506,-0.6756739891921848,0.3300810568329995,-0.5565108281425832,18.48024369812574,-2.494327545109905,-1.2285316756440317,-0.22277605895333596,15.747873194091483,17.01366906355736,18.01942468024805
GMB,Gambia,0.06626117769823796,0.24278095508634387,0.00018033772,0.0,0.0,-0.00027755725000000003,-0.00017044080262165222,-9.721952642260495e-05,-0.00027755725000000003,-0.00027755725000000003,-0.0002676603290442572,-0.0004479980526216523,-0.0004479980526216523,4.378256476821705e-05,0.0,0.0,-6.738561424613912e-05,-4.1379780846167746e-05,-2.3603049477922072e-05,-6.738561424613912e-05,-6.738561424613912e-05,-6.498283032408982e-05,-0.00010876539509230687,-0.00010876539509230687,0.11397704200818551,0.0,0.0,-0.17542172383777305,-0.10772199035760678,-0.061444681829587525,-0.17542172383777305,-0.17542172383777305,-0.16916667218719433,-0.2831437141953798,-0.2831437141953798,0.8205256229917669,0.5377459605240028,0.41604626937540995,-0.2842886354593163,-2.304548584072046,0.5351768695917483,0.2530152667610951,0.1313155355018472,-1.7405677350160114,-2.0227293378466644,-2.1444290691059127,-0.7065485809835814,-0.5377459605240028,-0.41604626937540995,0.10886691162154327,2.196826593714439,-0.5966215514213358,-0.42843699059886814,-0.30673725933962026,1.571401062828817,1.7395856236512846,1.8612853549105328
GNB,Guinea-Bissau,0.05511149605580654,0.2019285215484752,0.00083696895,0.00058661023,0.00058661023,-0.000476122,-8.036805084076596e-05,0.0003608469458049834,0.00011048822922024132,0.00011048822922024132,0.00028047889496421745,3.012017837947535e-05,3.012017837947535e-05,0.00016900790180838618,0.00011845333631165548,0.00011845333631165548,-9.614261153670311e-05,-1.622860168600856e-05,7.286529027168305e-05,2.2310724774952367e-05,2.2310724774952367e-05,5.66366885856745e-05,6.082123088943805e-06,6.082123088943805e-06,0.5290152772801201,0.37077334185658994,0.37077334185658994,-0.30093806121673394,-0.05079749602788364,0.2280772160633862,0.06983528063985599,0.06983528063985599,0.17727972003550257,0.01903778461197235,0.01903778461197235,0.6823242150186005,0.447141718561513,0.34592025107875535,-0.23641166298783797,-1.916783398497419,0.44503086154977534,0.21036236154343163,0.10914088477114187,-1.4477953654064595,-1.6824638654128035,-1.7836853421850931,-0.15330893773848042,-0.07636837670492308,0.024853090777834597,-0.06452639822889597,1.8659859024695353,-0.21695364548638912,-0.14052708090357563,-0.03930560413128588,1.625075085441962,1.7015016500247757,1.8027231267970654
GNQ,Equatorial Guinea,0.08935605976612897,0.32740060298309653,0.0017893116,0.0016782486,0.0014450587,-0.00078445025,-0.001583677803032529,0.001004861395552516,0.0008937983845618963,0.0006606084832248688,-0.0005788164074800131,-0.0006898794184706327,-0.0009230693198076603,0.0005858217116785704,0.0005494596149111233,0.0004731131006038117,-0.0002568294848602408,-0.0005184970676437955,0.0003289922268183296,0.00029263013005088244,0.00021628361574357085,-0.00018950484082546598,-0.00022586693759291313,-0.0003022134519002247,1.1307292753003362,1.060544632931165,0.9131836917549536,-0.4957218407963657,-1.000781981709649,0.6350074345039703,0.5648227921347991,0.4174618509585879,-0.3657745472056786,-0.43595918957484986,-0.583320130751061,1.1059874228235864,0.7246241985691544,0.5605832502786573,-0.38320954549602937,-3.1073205981607552,0.7213482995195655,0.3408185117275225,0.17677751475832615,-2.347128888368064,-2.727658676160108,-2.891699673129304,0.02474185247674976,0.3359204343620106,0.3526004414762963,-0.11251229530033635,2.106538616451106,-0.08634086501559513,0.22400428040727666,0.24068433620026175,1.9813543411623855,2.291699486585258,2.3083795423782427
GRC,Greece,0.2150815310510133,0.7880587297709128,0.0044967355,0.0017662486,0.0017662486,0.00157823575,-0.018835923871396203,0.006074971270660878,0.003344484356145382,0.003344484356145382,-0.012760952600735325,-0.01549143951525082,-0.01549143951525082,0.0035436916825277555,0.001391907633018575,0.001391907633018575,0.0012437424604240439,-0.014843814240154107,0.0047874341429518,0.002635650093442619,0.002635650093442619,-0.010056380097202307,-0.012208164146711487,-0.012208164146711487,2.839574663042629,1.1153412887195293,1.1153412887195293,0.9966159289149031,-11.894409162928875,3.8361905919575325,2.1119572176344326,2.1119572176344326,-8.058218570971343,-9.782451945294444,-9.782451945294444,2.6599965788708806,1.7441132404705821,1.3490801787299536,-0.9242537235779558,-7.465776891411154,1.7323018829085828,0.8184245761666283,0.4233913842281764,-5.639978270008812,-6.553855576750766,-6.948888768689217,0.17957808417174848,-0.6287719517510528,-0.23373889001042425,1.920869652492859,-4.4286322715177215,2.1038887090489498,1.2935326414678041,1.688565833406256,-2.4182403009625313,-3.228596368543678,-2.8335631766052263
